classificacao_id,busca_id,termo,modelo_ia,doc_id,ano,edicao,pagina,classificacao,tipo_ato,justificativa,com_contexto,paginas_contexto,tokens_input,tokens_output,created_at,resposta_crua
422,4,Formação profissional,gpt-oss:20b,31,1987,9101,3,relevante,Outro - Programa,Programa de formação profissional em escolas rurais comunitárias,False,3,2575,955,2026-06-16T11:57:32.072997+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Programa"",""justificativa"":""Programa de formação profissional em escolas rurais comunitárias""}"
423,4,Formação profissional,gpt-oss:20b,32,1987,9042,61,duvidoso,Outro - Convocação de Assembleia,"Convocação de reunião sindical para discutir propostas de formação profissional, não cria nem regula curso ou instituição.",False,61,3089,1238,2026-06-16T11:59:11.411815+00:00,"{
  ""classificacao"": ""duvidoso"",
  ""tipo_ato"": ""Outro - Convocação de Assembleia"",
  ""justificativa"": ""Convocação de reunião sindical para discutir propostas de formação profissional, não cria nem regula curso ou instituição.""
}"
424,4,Formação profissional,gpt-oss:20b,33,1987,9032,3,irrelevante,Outro - Convenio,"O ato descreve um convênio de emissão de carteiras de identidade e um processo seletivo para cargos, sem criar, autorizar ou regular cursos ou instituições de educação profissional/tecnológica.",False,3,2775,1027,2026-06-16T11:59:39.855730+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Convenio"",""justificativa"":""O ato descreve um convênio de emissão de carteiras de identidade e um processo seletivo para cargos, sem criar, autorizar ou regular cursos ou instituições de educação profissional/tecnológica.""}"
425,4,Formação profissional,gpt-oss:20b,34,1987,9026,8,duvidoso,,,True,"7,8,9",4096,475,2026-06-16T12:00:02.523057+00:00,"{""pagina"":""PAGINA 8"",""categorias"":[""conteúdo""]}"
426,4,Formação profissional,gpt-oss:20b,35,1987,9025,29,irrelevante,Outro - Edital,"A página descreve apenas requisitos e procedimentos de um curso de formação profissional de polícia, não criando nem regulamentando educação profissional de nível técnico ou superior.",False,29,2570,1111,2026-06-16T12:00:16.930468+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Edital"",""justificativa"":""A página descreve apenas requisitos e procedimentos de um curso de formação profissional de polícia, não criando nem regulamentando educação profissional de nível técnico ou superior.""}"
427,4,Formação profissional,gpt-oss:20b,36,1987,9025,22,relevante,Outro - Edital,Descreve curso profissionalizante de polícia e critérios de avaliação,False,22,3240,714,2026-06-16T12:00:26.341154+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Edital"",""justificativa"":""Descreve curso profissionalizante de polícia e critérios de avaliação""}"
428,4,Formação profissional,gpt-oss:20b,37,1987,9025,19,relevante,Outro - Edital,Edital convocando servidores para Curso de Formação Profissional de Delegado de Polícia,False,19,2950,1102,2026-06-16T12:00:40.225687+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Edital"",""justificativa"":""Edital convocando servidores para Curso de Formação Profissional de Delegado de Polícia""}"
429,4,Formação profissional,gpt-oss:20b,38,1987,9025,18,super_relevante,Outro - Edital,Cria e autoriza curso profissionalizante de Polícia,False,18,3140,367,2026-06-16T12:00:45.918829+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Outro - Edital"",""justificativa"":""Cria e autoriza curso profissionalizante de Polícia""}"
430,4,Formação profissional,gpt-oss:20b,39,1987,9024,39,relevante,Portaria,Edital de concurso inclui curso de formação profissional para policiais,False,39,2686,945,2026-06-16T12:01:32.288071+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Portaria"",""justificativa"":""Edital de concurso inclui curso de formação profissional para policiais""}"
431,4,Formação profissional,gpt-oss:20b,40,1987,9024,38,duvidoso,,,True,"38,39",4096,436,2026-06-16T12:02:14.829641+00:00,"```json
{
  ""classification"": ""Público: Edital"",
  ""typeLegislation"": ""Editais"",
  ""typeAct"": ""Edital"",
  ""description"": ""Edital de concurso público de 15 de julho de 1987 para Agente Policial Civil do Estado de Mato Grosso, contendo requisitos, etapas de seleção, treinamento e regulamentação do Curso de Formação Profissional.""
}
```
"
432,4,Formação profissional,gpt-oss:20b,41,1988,9377,13,relevante,Portaria,Regula formação profissional em estágio na Procuradoria Geral do Estado,False,13,2565,473,2026-06-16T12:02:37.946334+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Portaria"",""justificativa"":""Regula formação profissional em estágio na Procuradoria Geral do Estado""}"
433,4,Formação profissional,gpt-oss:20b,42,1988,9199,16,relevante,Outro - Comunicado,"Anuncia designação de alunos para curso de formação profissional de motoristas policiais, sem criar ou autorizar o curso.",False,16,2597,739,2026-06-16T12:03:03.740145+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Comunicado"",""justificativa"":""Anuncia designação de alunos para curso de formação profissional de motoristas policiais, sem criar ou autorizar o curso.""}"
434,4,Formação profissional,gpt-oss:20b,43,1988,9148,2,relevante,Outro - Notícia de curso,Descreve curso de formação profissional em polícia civil,False,2,2535,638,2026-06-16T12:03:24.584293+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Notícia de curso"",""justificativa"":""Descreve curso de formação profissional em polícia civil""}"
435,4,Formação profissional,gpt-oss:20b,44,1989,9787,44,irrelevante,Lei,"Regulamenta a carreira do magistério municipal, sem tratar de cursos ou instituições de educação profissional/tecnológica",False,44,3298,399,2026-06-16T12:03:45.663432+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Lei"",""justificativa"":""Regulamenta a carreira do magistério municipal, sem tratar de cursos ou instituições de educação profissional/tecnológica""}"
436,4,Formação profissional,gpt-oss:20b,45,1989,9587,27,duvidoso,,,True,"26,27,28",4096,3517,2026-06-16T12:05:06.706465+00:00,"{
  ""regiao"": ""Mato Grosso"",
  ""cidade"": ""Cuiabá"",
  ""dataInicio"": ""21/07/1989"",
  ""dataTermino"": ""21/07/1991"",
  ""periodo"": ""30 dias corridos"",
  ""dataInicioInscricao"": ""25/07/1989"",
  ""dataTerminoInscricao"": ""24/08/1989"",
  ""candidatosInscritos"": 595,
  ""dataResultado"": ""21/07/1989"",
  ""vagas"": {
    ""Delegado"": 30,
    ""Médico Legista"": 30,
    ""Escrivão de Polícia"": 200,
    ""Agente Policial"": 150,
    ""Agente Carreira"": 150,
    ""Perito Criminal"": 35
  },
  ""modalidade"": ""Concurso Público"",
  ""tipo"": ""Concorrência""
}"
437,4,Formação profissional,gpt-oss:20b,46,1989,9585,8,relevante,Outro - Edital de Concurso,"Inclui Curso de Formação Profissional para policiais, qualificando profissionais de serviço público.",False,8,2786,698,2026-06-16T12:05:29.341397+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Edital de Concurso"",""justificativa"":""Inclui Curso de Formação Profissional para policiais, qualificando profissionais de serviço público.""}"
438,4,Formação profissional,gpt-oss:20b,47,1989,9585,7,super_relevante,Portaria,"Regula curso de formação profissional para Polícia Civil, criando e estabelecendo requisitos",False,7,2703,1000,2026-06-16T12:06:02.927439+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Portaria"",""justificativa"":""Regula curso de formação profissional para Polícia Civil, criando e estabelecendo requisitos""}"
439,4,Formação profissional,gpt-oss:20b,49,1989,9478,2,relevante,Portaria,"Anúncio de inauguração de centro de formação profissional, reconhecendo e legitimando a instituição de ensino profissional",False,2,2600,663,2026-06-16T12:12:32.791233+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Portaria"",""justificativa"":""Anúncio de inauguração de centro de formação profissional, reconhecendo e legitimando a instituição de ensino profissional""}"
440,4,Formação profissional,gpt-oss:20b,50,1989,9454,27,super_relevante,Outro - Ata de Assembleia,Criação de escola profissionalizante (instituição de educação profissional),False,27,2885,438,2026-06-16T12:13:10.421466+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Outro - Ata de Assembleia"",""justificativa"":""Criação de escola profissionalizante (instituição de educação profissional)""}"
441,4,Formação profissional,gpt-oss:20b,52,1990,10024,35,relevante,Outro - Licitação,Aquisição de mobiliário e equipamento para Centro de Formação Profissional do SENAC,False,35,2045,377,2026-06-16T12:19:34.079097+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Licitação"",""justificativa"":""Aquisição de mobiliário e equipamento para Centro de Formação Profissional do SENAC""}"
442,4,Formação profissional,gpt-oss:20b,53,1990,10024,34,relevante,Outro - Aviso de licitação,"Aquisition of equipment for the Centro de Formação Profissional do SENAC, supporting professional training",False,34,3117,1290,2026-06-16T12:20:25.484255+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Aviso de licitação"",""justificativa"":""Aquisition of equipment for the Centro de Formação Profissional do SENAC, supporting professional training""}"
443,4,Formação profissional,gpt-oss:20b,55,1991,10332,25,duvidoso,,,False,25,4096,471,2026-06-16T12:28:01.280759+00:00,"{
  ""name"": ""Escola Particular de 1° e 2° Grau Centro de Formação Geral e Profissional S/C LTDA"",
  ""address"": ""Rua Cândido Mariano, 1004, Bairro Centro"",
  ""city"": ""Cuiabá"",
  ""state"": ""MT"",
  ""type"": ""Escola Particular"",
  ""cnpj"": ""26.563.296/0001-42"",
  ""email"": null,
  ""phone"": null,
  ""tax_regime"": ""Simples Nacional"",
  ""website"": null,
  ""social_networks"": []
}"
444,4,Formação profissional,gpt-oss:20b,56,1991,10270,23,duvidoso,,,False,23,4096,2290,2026-06-16T12:28:47.856983+00:00,"```json
{
  ""publicoAlvo"": ""Estabelecimentos de Ensino"",
  ""tituloProfissional"": ""Técnico em Microfilmagem"",
  ""tipoDeAto"": ""Remocao"",
  ""objetoDoAto"": ""Remover a senhora MARLTTOE FWWEUEIRA DE SOUZiA, Técnico em Microfilmagem, do Núcleo Setorial de Administração/SEDPAZ, para a Exatoria das Rendas Estaduais de Dom Aquino – 2ª S.R.F., desta Secretaria."",
  ""dataDoAto"": ""15/08/1991""
}
```
"
445,4,Formação profissional,gpt-oss:20b,57,1991,10240,8,irrelevante,Lei,"O texto trata apenas de categorias de servidores públicos e remuneração, não abordando cursos ou instituições de educação profissional.",False,8,3300,598,2026-06-16T12:31:49.791546+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Lei"",""justificativa"":""O texto trata apenas de categorias de servidores públicos e remuneração, não abordando cursos ou instituições de educação profissional.""}"
446,4,Formação profissional,gpt-oss:20b,58,1992,10582,7,duvidoso,,,False,7,4096,1385,2026-06-16T12:32:39.222162+00:00,"```json
{
  ""classification"": ""Regulation"",
  ""classification type"": ""Regulation"",
  ""analysis"": ""Não há ato normativo relacionado a política de Ensino Fundamental e/ou Médio no texto fornecido.""
}
```"
447,4,Formação profissional,gpt-oss:20b,59,1992,10576,9,duvidoso,,,True,"7,8,9",4096,1443,2026-06-16T12:34:17.435942+00:00,"{""id"":""163-A/91/CEE"",""number"":163,""ano"":1992,""ano_inicio"":1992,""ano_fim"":null,""tipo"":4}"
448,4,Formação profissional,gpt-oss:20b,60,1992,10569,6,duvidoso,,,False,6,3846,574,2026-06-16T12:35:27.322469+00:00,"{
  ""Relevante/Irrelevante"": ""Relevante"",
  ""Tipo de ato"": ""Outro - Contrato de Prestação de Serviços""
}"
449,4,Formação profissional,gpt-oss:20b,61,1992,10513,15,irrelevante,Outro - Licitação,Compra de equipamentos para centros de formação profissional,False,15,3461,589,2026-06-16T12:36:04.360832+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Licitação"",""justificativa"":""Compra de equipamentos para centros de formação profissional""}"
450,4,Formação profissional,gpt-oss:20b,63,1992,10411,4,duvidoso,,,False,4,4096,516,2026-06-16T12:43:23.226789+00:00,"{
  ""system"": ""Other"",
  ""type"": ""Other""
}"
451,4,Formação profissional,gpt-oss:20b,64,1992,10409,10,duvidoso,,,True,"9,10",4096,1163,2026-06-16T12:44:22.023256+00:00,"{
  ""classificacao"": ""superior"",
  ""tipo"": ""ato normativo"",
  ""descricao"": ""Regulamentação do concurso público de formação técnico-profissional de Escrivão de Polícia e Agente Policial, estabelecendo requisitos, pontuação, vagas e processos de convocação.""
}"
452,4,Formação profissional,gpt-oss:20b,65,1992,10409,7,duvidoso,,,True,"6,7",4096,22,2026-06-16T12:45:12.027869+00:00,"{""classification"":""A"",""relevant_excerpts"":""A, I, II, III""}"
453,4,Formação profissional,gpt-oss:20b,66,1992,10356,23,duvidoso,,,False,23,4096,584,2026-06-16T12:46:17.039174+00:00,"{""tipo_de_ato"":""Resolucao"",""classificacao"":""Resolucao""}"
454,4,Formação profissional,gpt-oss:20b,67,1993,10832,1,super_relevante,,,False,1,3926,875,2026-06-16T12:46:41.247882+00:00,"{""classificacao"":""super_relevante"",""tipo_de_ato"":""Lei""}"
455,4,Formação profissional,gpt-oss:20b,68,1994,11048,7,irrelevante,,,False,7,3617,844,2026-06-16T12:47:17.741555+00:00,"{
  ""classificacao"": ""irrelevante"",
  ""tipo"": ""Regulamento municipal"",
  ""autor"": ""Município de Mato Grosso do Sul (Prefeitura Municipal)"",
  ""data"": ""07 de outubro de 1994""
}"
456,4,Formação profissional,gpt-oss:20b,69,1994,10990,9,duvidoso,,,False,9,4096,1242,2026-06-16T12:48:11.215563+00:00,"{
  ""classification"": ""Licenciamento de Escolas/Institutos"",
  ""type"": ""Resolution"",
  ""relevant_text"": [
    ""Autoriza o funcionamento do Ensino Medio - Curso Tecnico em Contabilidade, pela Escola Estadual de 10 Grau \""Jupiara\""."",
    ""Autoriza o funcionamento do Curso Especial de Habilitacao para o Magisterio de 10 Grau - 1* a 44 serieB, em nivel Medio, no Centro de Formacao Profissional \""Joao Batista de Almeida Filho\"".""
  ]
}"
457,4,Formação profissional,gpt-oss:20b,71,1995,11449,1,duvidoso,,,False,1,4096,461,2026-06-16T12:52:53.808436+00:00,"{""isPolicy"":false,""explanation"":""The text describes a state law that modifies industrial incentives and tax benefits for micro and small enterprises, but it does not contain a policy or program specifically aimed at education, training, or technical development for micro‑small companies.""}"
458,4,Formação profissional,gpt-oss:20b,73,1995,11395,3,relevante,Plano,lançamento de programa de capacitação profissional,False,3,2743,680,2026-06-16T12:58:29.046090+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Plano"",""justificativa"":""lançamento de programa de capacitação profissional""}"
459,4,Formação profissional,gpt-oss:20b,75,1995,11365,16,relevante,,,False,16,4096,545,2026-06-16T13:08:24.178463+00:00,"{""classificacao"":""relevante"",""relevancia"":""A análise indica que há conteúdo que descreve a formação e estrutura de cargos do Instituto de Tecnologia e Educação em ..., o que se alinha ao tema de formação e certificação de cargos, portanto o texto é relevante.""}"
460,4,Formação profissional,gpt-oss:20b,76,1995,11354,5,super_relevante,Portaria,Registro/autoriza escola técnica de formação profissional,False,5,3213,371,2026-06-16T13:09:07.873812+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Portaria"",""justificativa"":""Registro/autoriza escola técnica de formação profissional""}"
461,4,Formação profissional,gpt-oss:20b,78,1995,11326,1,duvidoso,,,False,1,4096,476,2026-06-16T13:13:29.983857+00:00,"```json
{
  ""classification"": ""Education, vocational training or related public policy"",
  ""type"": ""Decree"",
  ""keywords"": [""training"", ""vocational""]
}
```"
462,4,Formação profissional,gpt-oss:20b,79,1995,11280,5,duvidoso,,,False,5,4096,976,2026-06-16T13:14:02.627877+00:00,"{
  ""classification"": ""super relevante"",
  ""relevant law page"": ""sim""
}"
463,4,Formação profissional,gpt-oss:20b,80,1996,11665,10,duvidoso,,,False,10,4096,3203,2026-06-16T13:15:25.924403+00:00,"{
  ""proposicao"": [
    {
      ""numero"": ""001-1/97"",
      ""ano"": ""1997"",
      ""autor"": ""Tito Simoes de Arruda"",
      ""autorCargo"": ""Presidente"",
      ""autorCpf"": null,
      ""autorEmail"": null,
      ""autorTelefone"": null,
      ""autorCelular"": null,
      ""autorEndereco"": null,
      ""data"": ""10-10-1996"",
      ""resumo"": null,
      ""conteudo"": ""Objeto Convocar os profissionais abaixo registrados para comparecerem na Sede do Conselho Regional de Administração de Mato Grosso, sito a rua Joaquim Murtmho, numero 765, sala 103 no horário das 12 00 as 18 00 h para, com base na legislação em vigor, regularizarem suas situações no prazo de 30 dias a contar desta publicação, munidos de fotocópia da Carteira de Identidade, CPF, Titulo de Eleitor com o respective comprovante de votação da última eleição, Certificado de Reservista quando for o caso e original e fotocópia do Diploma e 2 fotos 2x2, oportunidade em que deverá quitar os débitos remanescentes ACY SANTOS DE ARAUJO ADILDO JACINTO DE OLIVEIRA FILHO AGNALDO BRUM AMIRTON MOREIRA ANA CRISTINA ALVES DE CARVALHO ANA LUCIA MORAES DE O B SILVA ANGELO TADEU DE FREITAS ANNE CRISTINE ANTUNES SIQUEIRA ANTONIO AUGUSTO FURTADO DE MENDONC A ANTONIO CARLOS CAPELETI SANTANA ANTONIO CARLOS FERRAZ ZANETTI FMJJI u ANTONIO FERREIRA DOS SANTOS i ARISTTDESDASILVA ASSIS RODRIGUES DA SILVA AtfRO MASSARU KAWASHIMA AYRTON LELLIS RAFFA BENEDITO FRANCISCO LEITE FTLHO BENEDITO MONTEIRO BORGES BETTY ELEMTA DE SIQUEIRA CARLOS ALBERTO ARAUJO RIBEIRO CARMEM LUCIA LEME FERREIRA DE CASTRO CA HA REGINA FlGUEIREDO ORRIGO CELIA APARECIDA COUTINHO MEDEIROS CELIA DO C ARMO MONTEIRO AGU1AR CELMA AUXTLIADORA VILELA CELSOLUIZREDIVO CESAR HENRIQUE PJEES DALVAPECINI DIVA MARIA FORTES DE OLIVEIRA DOURTVAL PEREIRA DOS SANTOS DULCINEIA SOUZA MAGALHAES EDENIR PEREIRA DA SILVA EDILSON LIRA DOS AN JOS EDISON ALVES DE PAULA EDISON ANTONIO DIAS LEITE EDUARDO ALVES HEREDIA EDUARDO GOMES FERREIRA ELAINE KRAUSPENHAR ELIANE MARIA CORONA ELOISA ELENA AJDAMUS FREIRE FREIRE EMOAS...""
    }
  ],
  ""documento"": [
    {
      ""numero"": ""002/96"",
      ""ano"": ""1996"",
      ""autor"": ""Tito Simoes de Arruda"",
      ""autorCargo"": ""Presidente"",
      ""autorCpf"": null,
      ""autorEmail"": null,
      ""autorTelefone"": null,
      ""autorCelular"": null,
      ""autorEndereco"": null,
      ""data"": ""01-07-1996"",
      ""resumo"": null,
      ""conteudo"": ""Objeto Prestação de Serviços de Contratista Informática. Contratado Inforcont - Informática e Consultoria Ltda. Valor mensal: R$120,00. Período 01/07/1996 a 30/06/1997.""
    }
  ]
}"
464,4,Formação profissional,gpt-oss:20b,82,1996,11485,3,duvidoso,,,False,3,4096,1245,2026-06-16T13:24:27.970309+00:00,"{""parecer"":""16.01.96""}"
465,4,Formação profissional,gpt-oss:20b,83,1996,11471,10,duvidoso,,,False,10,4096,426,2026-06-16T13:24:51.094089+00:00,"{
  ""target"": ""Centros de Formação Profissional"",
  ""type"": ""Centros de Formação Profissional""
}"
466,4,Formação profissional,gpt-oss:20b,85,1997,11955,48,duvidoso,,,False,48,4096,397,2026-06-16T13:30:10.842314+00:00,"{""type"":""Authorization of a professional training program"",""level"":""Nível Médio"",""modality"":""Suplementiva""}"
467,4,Formação profissional,gpt-oss:20b,86,1997,11934,1,irrelevante,Lei,"Lei trata de programa de desenvolvimento profissional de servidores públicos, não de cursos ou instituições de educação profissional/tecnológica",False,1,2895,332,2026-06-16T13:30:34.334538+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Lei"",""justificativa"":""Lei trata de programa de desenvolvimento profissional de servidores públicos, não de cursos ou instituições de educação profissional/tecnológica""}"
468,4,Formação profissional,gpt-oss:20b,87,1997,11924,16,super_relevante,Outro - Termo de Cooperação,Termo que viabiliza a implantação de Centro Público de Formação Profissional,False,16,3385,696,2026-06-16T13:31:04.955441+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Outro - Termo de Cooperação"",""justificativa"":""Termo que viabiliza a implantação de Centro Público de Formação Profissional""}"
469,4,Formação profissional,gpt-oss:20b,88,1997,11911,3,irrelevante,Portaria,"Ato administrativo de licença de servidor, não regula ou cria curso profissional",False,3,3342,404,2026-06-16T13:31:26.104279+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Portaria"",""justificativa"":""Ato administrativo de licença de servidor, não regula ou cria curso profissional""}"
470,4,Formação profissional,gpt-oss:20b,89,1997,11906,10,irrelevante,Outro - Convenio,Não trata de cursos ou instituições de educação profissional ou técnica,False,10,3700,210,2026-06-16T13:31:46.450633+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Convenio"",""justificativa"":""Não trata de cursos ou instituições de educação profissional ou técnica""}"
471,4,Formação profissional,gpt-oss:20b,90,1997,11849,1,duvidoso,,,False,1,4033,952,2026-06-16T13:32:14.492112+00:00,"```json
{
  ""classification"": ""relevante"",
  ""type_of_act"": ""Lei"",
  ""references"": [
    {
      ""description"": ""Lei orçamentária anual de 1998 do Estado de Mato Grosso"",
      ""source"": ""Diário Oficial – Poder Legislativo do Estado de Mato Grosso""
    }
  ],
  ""explanation"": ""O documento apresenta a Lei orçamentária anual que contém, entre outras metas, a consolidação de 5 Centros de Formação Profissional. Como trata de criação/ consolidação de unidades de formação profissional, ele enquadra-se como documento relevante para o projeto de pesquisa.""
}
```"
472,4,Formação profissional,gpt-oss:20b,91,1997,11841,1,relevante,Decreto,,False,1,3763,701,2026-06-16T13:33:21.618762+00:00,"```json
{
  ""classificacao"": ""relevante"",
  ""tipo_ato"": ""Decreto"",
  ""relevante_para_formacao_profissional"": true
}
```
"
473,4,Formação profissional,gpt-oss:20b,92,1997,11830,8,duvidoso,,,False,8,4096,277,2026-06-16T13:37:24.477605+00:00,"{""total_nivel"":""alto"",""participantes"":""50,000"",""nacional"":""brasil"",""estado"":""matogrossense"",""cidade"":""cuiabá"",""setor"":""pesca"",""subsectors"":[{""type"":""pesca artesanal"",""description"":""pesca artesanal em rios, lagoas e mar de águas doces, com técnicas e equipamentos próprios e simples"",""value"":""150""},{""type"":""pesca industrial"",""description"":""pesca industrial em águas salgadas, com técnicas e equipamentos avançados"",""value"":""120""},{""type"":""pesca de água doce"",""description"":""pesca de água doce em rios, lagos e riachos"",""value"":""150""}],""benefits"":[{""type"":""oportunidade de emprego"",""description"":""criar oportunidades de emprego para pessoas de baixa renda ou de baixa escolaridade, com potencial de mercado"",""value"":""500""},{""type"":""reconhecimento da capacidade"",""description"":""conscientizar e reconhecer a capacidade dos pescadores artesanais em desenvolver suas próprias estratégias de comercialização"",""value"":""200""}],""conclusion"":{""description"":""O Programa tem por objetivo melhorar a capacidade de empregabilidade, aumentar a renda e elevar o nível de escolaridade de pescadores artesanais, criando oportunidades de emprego, valorizando o mercado do peixe, reconhecendo a capacidade de cada pescador artesanal em desenvolver novas estratégias de comercialização.""}}"
474,4,Formação profissional,gpt-oss:20b,93,1997,11830,7,duvidoso,,,True,"7,8",4096,1371,2026-06-16T13:38:01.352926+00:00,"{
  ""document_type"": ""Legislative Document"",
  ""explanation"": ""The text is extracted from the Diário Oficial do Estado de Mato Grosso, the official state gazette, and outlines a formal program of actions for professional education, including training and re‑qualification for specific populations. The document is presented as a public policy instrument that establishes a legal framework for the implementation of these educational and training initiatives, which is characteristic of a legislative act such as a law, decree, ordinance, or resolution that provides the legal basis for professional education programs. Hence, it meets the criteria for a Legislative Document.""
}"
475,4,Formação profissional,gpt-oss:20b,94,1998,12190,10,duvidoso,,,False,10,4096,194,2026-06-16T13:38:26.305543+00:00,"{
  ""curso"": {
    ""id"": """",
    ""nome"": """",
    ""carga_horaria"": """",
    ""local"": """",
    ""descricao"": """"
  },
  ""cursosDisponiveis"": [
    {
      ""id"": """",
      ""nome"": """",
      ""carga_horaria"": """",
      ""local"": """",
      ""descricao"": """"
    },
    {
      ""id"": """",
      ""nome"": """",
      ""carga_horaria"": """",
      ""local"": """",
      ""descricao"": """"
    }
  ],
  ""exibirResumo"": {
    ""total_cursos"": """",
    ""cursos_por_tipo"": {
      ""profissional"": """",
      ""escolar"": """"
    },
    ""instituicoes"": [
      {
        ""id"": """",
        ""nome"": """"
      },
      {
        ""id"": """",
        ""nome"": """"
      }
    ]
  }
}"
476,4,Formação profissional,gpt-oss:20b,95,1998,12164,19,duvidoso,Resolucao,Autoriza funcionamento de curso de formação profissional de nível médio em enfermagem.,False,19,3811,323,2026-06-16T13:38:49.295347+00:00,"{""classificação"":""super_relevante"",""tipo_ato"":""Resolucao"",""justificativa"":""Autoriza funcionamento de curso de formação profissional de nível médio em enfermagem.""}"
477,4,Formação profissional,gpt-oss:20b,96,1998,12156,19,duvidoso,,,False,19,3911,547,2026-06-16T13:39:15.224800+00:00,"{""classificacao"":""Outra"",""tipoDeLei"":""Outra"",""descricaoCurta"":""Manual de formação em enfermagem""}"
478,4,Formação profissional,gpt-oss:20b,97,1998,12153,28,duvidoso,Estatuto,,False,28,3630,544,2026-06-16T13:39:54.175681+00:00,"{""classification"":""irrelevante"",""tipo_ato"":""Estatuto"",""justification"":""O texto trata do estatuto de uma associação de pequenos produtores rurais e, embora mencione aprimoramento técnico‑profissional como um de seus objetivos, não cria, autoriza, reconhece ou regulamenta nenhum curso ou instituição de educação profissional.""}"
479,4,Formação profissional,gpt-oss:20b,99,1998,12088,21,super_relevante,Resolucao,"Autoriza funcionamento de Curso Técnico de Enfermagem em nível médio, criando/autoriza curso profissionalizante",False,21,3678,184,2026-06-16T13:42:44.518114+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Resolucao"",""justificativa"":""Autoriza funcionamento de Curso Técnico de Enfermagem em nível médio, criando/autoriza curso profissionalizante""}"
480,4,Formação profissional,gpt-oss:20b,100,1998,12086,3,duvidoso,,,False,3,4096,2116,2026-06-16T13:43:23.739303+00:00,"{""classificacao_educacao"":""Não""}"
481,4,Formação profissional,gpt-oss:20b,101,1998,12081,62,duvidoso,,,False,62,4096,723,2026-06-16T13:43:49.463948+00:00,"```json
{
  ""classification"": ""Other"",
  ""type"": ""Other"",
  ""description"": ""The document details a union assembly for employees of cultural and recreational entities and discusses collective bargaining. It does not describe a public education program or a professional training initiative.""
}
```
"
